trainer_group,trainer_name,team_number,comment,trainer_type,pokemon_number,level,species,nickname,item,move1,move2,move3,move4,atk_def_dv,spd_spc_dv,hp_exp,atk_exp,def_exp,spd_exp,spc_exp,happiness
Rival1Group,?,11,RIVAL1 (11),TRAINERTYPE_MOVES,3,38,OCTILLERY,,OCTAZOOKA,PSYBEAM,AURORA_BEAM,NO_MOVE,,,,,,,,,
Rival1Group,?,11,RIVAL1 (11),TRAINERTYPE_MOVES,4,39,GOLBAT,,TOXIC,DOUBLE_TEAM,CONFUSE_RAY,WING_ATTACK,,,,,,,,,
Rival1Group,?,11,RIVAL1 (11),TRAINERTYPE_MOVES,5,40,TYPHLOSION,,THUNDERPUNCH,FLAMETHROWER,QUICK_ATTACK,IRON_TAIL,,,,,,,,,
Rival1Group,?,12,RIVAL1 (12),TRAINERTYPE_MOVES,1,39,PUPITAR,,THRASH,ROCK_SLIDE,SCREECH,BITE,,,,,,,,,
Rival1Group,?,12,RIVAL1 (12),TRAINERTYPE_MOVES,2,39,VICTREEBEL,,SLUDGE,RAZOR_LEAF,SLEEP_POWDER,GROWTH,,,,,,,,,
Rival1Group,?,12,RIVAL1 (12),TRAINERTYPE_MOVES,3,38,HOUNDOOM,,FLAMETHROWER,IRON_TAIL,BITE,DOUBLE_TEAM,,,,,,,,,
Rival1Group,?,12,RIVAL1 (12),TRAINERTYPE_MOVES,4,39,GOLBAT,,TOXIC,DOUBLE_TEAM,CONFUSE_RAY,WING_ATTACK,,,,,,,,,
Rival1Group,?,12,RIVAL1 (12),TRAINERTYPE_MOVES,5,40,FERALIGATR,,ICE_PUNCH,SURF,SLASH,BITE,,,,,,,,,
Rival1Group,?,13,RIVAL1 (13),TRAINERTYPE_ITEM_MOVES,1,45,URSARING,,MIRACLEBERRY,SLASH,FAINT_ATTACK,ROCK_SMASH,REST,,,,,,,,
Rival1Group,?,13,RIVAL1 (13),TRAINERTYPE_ITEM_MOVES,2,45,GOLBAT,,NO_ITEM,TOXIC,DOUBLE_TEAM,CONFUSE_RAY,WING_ATTACK,,,,,,,,
Rival1Group,?,13,RIVAL1 (13),TRAINERTYPE_ITEM_MOVES,3,46,OCTILLERY,,QUICK_CLAW,SURF,ICE_BEAM,PSYBEAM,HYPER_BEAM,,,,,,,,
Rival1Group,?,13,RIVAL1 (13),TRAINERTYPE_ITEM_MOVES,4,46,HOUNDOOM,,NO_ITEM,FLAMETHROWER,IRON_TAIL,CRUNCH,SUNNY_DAY,,,,,,,,
Rival1Group,?,13,RIVAL1 (13),TRAINERTYPE_ITEM_MOVES,5,47,MEGANIUM,,MIRACLE_SEED,SUNNY_DAY,GIGA_DRAIN,BODY_SLAM,SYNTHESIS,,,,,,,,
Rival1Group,?,13,RIVAL1 (13),TRAINERTYPE_ITEM_MOVES,6,48,TYRANITAR,,NO_ITEM,CRUNCH,EARTHQUAKE,ROCK_SLIDE,FIRE_PUNCH,,,,,,,,
Rival1Group,?,14,RIVAL1 (14),TRAINERTYPE_ITEM_MOVES,1,45,URSARING,,MIRACLEBERRY,SLASH,FAINT_ATTACK,ROCK_SMASH,REST,,,,,,,,
Rival1Group,?,14,RIVAL1 (14),TRAINERTYPE_ITEM_MOVES,2,45,GOLBAT,,NO_ITEM,TOXIC,DOUBLE_TEAM,CONFUSE_RAY,WING_ATTACK,,,,,,,,
Rival1Group,?,14,RIVAL1 (14),TRAINERTYPE_ITEM_MOVES,3,46,OCTILLERY,,QUICK_CLAW,SURF,ICE_BEAM,PSYBEAM,HYPER_BEAM,,,,,,,,
Rival1Group,?,14,RIVAL1 (14),TRAINERTYPE_ITEM_MOVES,4,46,VICTREEBEL,,NO_ITEM,SLUDGE_BOMB,GIGA_DRAIN,SLEEP_POWDER,GROWTH,,,,,,,,
Rival1Group,?,14,RIVAL1 (14),TRAINERTYPE_ITEM_MOVES,5,47,TYPHLOSION,,CHARCOAL,FLAMETHROWER,QUICK_ATTACK,IRON_TAIL,THUNDERPUNCH,,,,,,,,
Rival1Group,?,14,RIVAL1 (14),TRAINERTYPE_ITEM_MOVES,6,48,TYRANITAR,,NO_ITEM,CRUNCH,EARTHQUAKE,ROCK_SLIDE,FIRE_PUNCH,,,,,,,,
Rival1Group,?,15,RIVAL1 (15),TRAINERTYPE_ITEM_MOVES,1,45,URSARING,,MIRACLEBERRY,SLASH,FAINT_ATTACK,ROCK_SMASH,REST,,,,,,,,
Rival1Group,?,15,RIVAL1 (15),TRAINERTYPE_ITEM_MOVES,2,45,GOLBAT,,NO_ITEM,TOXIC,DOUBLE_TEAM,CONFUSE_RAY,WING_ATTACK,,,,,,,,
Rival1Group,?,15,RIVAL1 (15),TRAINERTYPE_ITEM_MOVES,3,46,VICTREEBEL,,QUICK_CLAW,SLUDGE_BOMB,GIGA_DRAIN,SLEEP_POWDER,GROWTH,,,,,,,,
Rival1Group,?,15,RIVAL1 (15),TRAINERTYPE_ITEM_MOVES,4,46,HOUNDOOM,,NO_ITEM,FLAMETHROWER,IRON_TAIL,CRUNCH,DOUBLE_TEAM,,,,,,,,
Rival1Group,?,15,RIVAL1 (15),TRAINERTYPE_ITEM_MOVES,5,47,FERALIGATR,,MYSTIC_WATER,ICE_PUNCH,SURF,SLASH,BITE,,,,,,,,
Rival1Group,?,15,RIVAL1 (15),TRAINERTYPE_ITEM_MOVES,6,48,TYRANITAR,,NO_ITEM,CRUNCH,EARTHQUAKE,ROCK_SLIDE,FIRE_PUNCH,,,,,,,,
WillGroup,WILL,1,WILL (1),TRAINERTYPE_ITEM_MOVES,1,48,GIRAFARIG,,NO_ITEM,PSYCHIC_M,ROCK_SMASH,AGILITY,BATON_PASS,,,,,,,,
WillGroup,WILL,1,WILL (1),TRAINERTYPE_ITEM_MOVES,2,49,SLOWKING,,NO_ITEM,AMNESIA,FLAMETHROWER,SURF,PSYCHIC_M,,,,,,,,
WillGroup,WILL,1,WILL (1),TRAINERTYPE_ITEM_MOVES,3,48,ESPEON,,NO_ITEM,PSYCHIC_M,SHADOW_BALL,REFLECT,HEADBUTT,,,,,,,,
WillGroup,WILL,1,WILL (1),TRAINERTYPE_ITEM_MOVES,4,49,SLOWBRO,,QUICK_CLAW,CURSE,ROCK_SMASH,BODY_SLAM,PSYCHIC_M,,,,,,,,
WillGroup,WILL,1,WILL (1),TRAINERTYPE_ITEM_MOVES,5,50,XATU,,TWISTEDSPOON,DRILL_PECK,RECOVER,CONFUSE_RAY,PSYCHIC_M,,,,,,,,
WillGroup,WILL,2,WILL (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,1,66,STANTLER,,SCOPE_LENS,DOUBLE_EDGE,EARTHQUAKE,HIDDEN_POWER,REFLECT,,,$01FE,$01FE,$01FE,$01FE,$01FE,
WillGroup,WILL,2,WILL (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,2,67,SLOWKING,,LEFTOVERS,FLAMETHROWER,SURF,REST,SLEEP_TALK,,,$01FE,$01FE,$01FE,$01FE,$01FE,
WillGroup,WILL,2,WILL (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,3,67,EXEGGUTOR,,MIRACLEBERRY,ANCIENTPOWER,SLEEP_POWDER,DREAM_EATER,SOFTBOILED,,,$007F,$007F,$007F,$007F,$007F,
WillGroup,WILL,2,WILL (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,4,67,NINETALES,,CHARCOAL,FIRE_BLAST,SHADOW_BALL,CONFUSE_RAY,IRON_TAIL,,,$007F,$007F,$007F,$007F,$007F,
WillGroup,WILL,2,WILL (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,5,66,SLOWBRO,,QUICK_CLAW,FLAMETHROWER,CURSE,EARTHQUAKE,ROCK_SMASH,,,$80BE,$80BE,$80BE,$80BE,$80BE,
WillGroup,WILL,2,WILL (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,6,68,XATU,,LEFTOVERS,FUTURE_SIGHT,FLY,CONFUSE_RAY,PROTECT,,,$80BE,$80BE,$80BE,$80BE,$80BE,
PKMNTrainerGroup,CAL,1,CAL (1),TRAINERTYPE_NORMAL,1,10,CHIKORITA,,,,,,,,,,,,,,
PKMNTrainerGroup,CAL,1,CAL (1),TRAINERTYPE_NORMAL,2,10,CYNDAQUIL,,,,,,,,,,,,,,
PKMNTrainerGroup,CAL,1,CAL (1),TRAINERTYPE_NORMAL,3,10,TOTODILE,,,,,,,,,,,,,,
PKMNTrainerGroup,CAL,2,CAL (2),TRAINERTYPE_NORMAL,1,30,BAYLEEF,,,,,,,,,,,,,,
PKMNTrainerGroup,CAL,2,CAL (2),TRAINERTYPE_NORMAL,2,30,QUILAVA,,,,,,,,,,,,,,
PKMNTrainerGroup,CAL,2,CAL (2),TRAINERTYPE_NORMAL,3,30,CROCONAW,,,,,,,,,,,,,,
PKMNTrainerGroup,SMITH,1,SMITH,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,1,70,RAIKOU,,MAGNET,THUNDERBOLT,CRUNCH,ROAR,DOUBLE_TEAM,,,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,SMITH,1,SMITH,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,2,70,VENUSAUR,,GOLD_BERRY,LEECH_SEED,TOXIC,PROTECT,GIGA_DRAIN,,,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,SMITH,1,SMITH,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,3,70,ALAKAZAM,,TWISTEDSPOON,PSYCHIC_M,THUNDERPUNCH,DYNAMICPUNCH,SHADOW_BALL,,,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,SMITH,1,SMITH,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,4,70,SCIZOR,,METAL_COAT,TWINEEDLE,SWORDS_DANCE,STEEL_WING,LIGHT_SCREEN,,,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,SMITH,1,SMITH,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,5,70,DRAGONITE,,BITTER_BERRY,OUTRAGE,FLAMETHROWER,THUNDERBOLT,EXTREMESPEED,,,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,SMITH,1,SMITH,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,6,70,FERALIGATR,,MIRACLEBERRY,SURF,EARTHQUAKE,ICE_PUNCH,CRUNCH,,,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,CRAIG,1,CRAIG,TRAINERTYPE_NICKNAME | TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,1,70,JOLTEON,JOLTEON,MINT_BERRY,BATON_PASS,GROWTH,THUNDERBOLT,HIDDEN_POWER,$ed,PERFECT_DV,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,CRAIG,1,CRAIG,TRAINERTYPE_NICKNAME | TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,2,70,MEGANIUM,MEGANIUM,LEFTOVERS,GIGA_DRAIN,LIGHT_SCREEN,LEECH_SEED,SYNTHESIS,$df,$df,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,CRAIG,1,CRAIG,TRAINERTYPE_NICKNAME | TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,3,70,AERODACTYL,AERODACTYL,GOLD_BERRY,CURSE,EARTHQUAKE,ANCIENTPOWER,SUBSTITUTE,PERFECT_DV,$fd,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,CRAIG,1,CRAIG,TRAINERTYPE_NICKNAME | TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,4,70,MISDREAVUS,MISDREAVUS,MIRACLEBERRY,MEAN_LOOK,PERISH_SONG,PROTECT,SING,$df,$df,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,CRAIG,1,CRAIG,TRAINERTYPE_NICKNAME | TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,5,70,SUICUNE,SUICUNE,MYSTIC_WATER,SURF,ICE_BEAM,REST,SLEEP_TALK,$df,PERFECT_DV,$01FE,$01FE,$01FE,$01FE,$01FE,
PKMNTrainerGroup,CRAIG,1,CRAIG,TRAINERTYPE_NICKNAME | TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,6,70,ARCANINE,FURBALL,CHARCOAL,FIRE_BLAST,EXTREMESPEED,CURSE,HIDDEN_POWER,$ee,PERFECT_DV,$01FE,$01FE,$01FE,$01FE,$01FE,
BrunoGroup,BRUNO,1,BRUNO (1),TRAINERTYPE_ITEM_MOVES,1,53,HITMONCHAN,,SCOPE_LENS,MACH_PUNCH,PURSUIT,DIZZY_PUNCH,THUNDERPUNCH,,,,,,,,
BrunoGroup,BRUNO,1,BRUNO (1),TRAINERTYPE_ITEM_MOVES,2,52,HERACROSS,,NO_ITEM,CROSS_CHOP,MEGAHORN,TAKE_DOWN,EARTHQUAKE,,,,,,,,
BrunoGroup,BRUNO,1,BRUNO (1),TRAINERTYPE_ITEM_MOVES,3,53,HITMONLEE,,PINK_BOW,BODY_SLAM,MEDITATE,REVERSAL,HI_JUMP_KICK,,,,,,,,
BrunoGroup,BRUNO,1,BRUNO (1),TRAINERTYPE_ITEM_MOVES,4,53,STEELIX,,NO_ITEM,CRUNCH,EARTHQUAKE,ROCK_SLIDE,IRON_TAIL,,,,,,,,
BrunoGroup,BRUNO,1,BRUNO (1),TRAINERTYPE_ITEM_MOVES,5,54,MACHAMP,,BLACKBELT_I,ROCK_SLIDE,FIRE_PUNCH,VITAL_THROW,CROSS_CHOP,,,,,,,,
BrunoGroup,BRUNO,2,BRUNO (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,1,67,STEELIX,,QUICK_CLAW,CRUNCH,EARTHQUAKE,EXPLOSION,IRON_TAIL,,,$01FE,$01FE,$01FE,$01FE,$01FE,
BrunoGroup,BRUNO,2,BRUNO (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,2,68,POLIWRATH,,SCOPE_LENS,SUBMISSION,BLIZZARD,HYDRO_PUMP,PSYCHIC_M,,,$01FE,$01FE,$01FE,$01FE,$01FE,
BrunoGroup,BRUNO,2,BRUNO (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,3,67,HERACROSS,,QUICK_CLAW,CROSS_CHOP,MEGAHORN,REVERSAL,EARTHQUAKE,,,$80BE,$80BE,$80BE,$80BE,$80BE,
BrunoGroup,BRUNO,2,BRUNO (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,4,68,DONPHAN,,SCOPE_LENS,CURSE,EARTHQUAKE,ANCIENTPOWER,ROCK_SMASH,,,$01FE,$01FE,$01FE,$01FE,$01FE,
BrunoGroup,BRUNO,2,BRUNO (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,5,67,GRANBULL,,LEFTOVERS,HIDDEN_POWER,CRUNCH,REST,SNORE,,,$80BE,$80BE,$80BE,$80BE,$80BE,
BrunoGroup,BRUNO,2,BRUNO (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,6,68,MACHAMP,,LEFTOVERS,ROCK_SLIDE,EARTHQUAKE,BODY_SLAM,CROSS_CHOP,,,$007F,$007F,$007F,$007F,$007F,
KarenGroup,KAREN,1,KAREN (1),TRAINERTYPE_ITEM_MOVES,1,54,UMBREON,,MIRACLEBERRY,FAINT_ATTACK,DOUBLE_TEAM,BATON_PASS,MOONLIGHT,,,,,,,,
KarenGroup,KAREN,1,KAREN (1),TRAINERTYPE_ITEM_MOVES,2,53,GENGAR,,NO_ITEM,SHADOW_BALL,HYPNOSIS,DREAM_EATER,CONFUSE_RAY,,,,,,,,
KarenGroup,KAREN,1,KAREN (1),TRAINERTYPE_ITEM_MOVES,3,53,VILEPLUME,,LEFTOVERS,SLEEP_POWDER,GIGA_DRAIN,LEECH_SEED,SUBSTITUTE,,,,,,,,
KarenGroup,KAREN,1,KAREN (1),TRAINERTYPE_ITEM_MOVES,4,53,MURKROW,,SHARP_BEAK,DRILL_PECK,FAINT_ATTACK,STEEL_WING,HAZE,,,,,,,,
KarenGroup,KAREN,1,KAREN (1),TRAINERTYPE_ITEM_MOVES,5,55,HOUNDOOM,,BLACKGLASSES,FLAMETHROWER,CRUNCH,IRON_TAIL,REVERSAL,,,,,,,,
KarenGroup,KAREN,2,KAREN (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,1,68,UMBREON,,MIRACLEBERRY,GROWTH,SHADOW_BALL,HIDDEN_POWER,BATON_PASS,$fc,$dd,$01FE,$01FE,$01FE,$01FE,$01FE,
KarenGroup,KAREN,2,KAREN (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,2,67,GENGAR,,SCOPE_LENS,SHADOW_BALL,PSYCHIC_M,GIGA_DRAIN,DESTINY_BOND,$dc,$dd,$80BE,$80BE,$80BE,$80BE,$80BE,
KarenGroup,KAREN,2,KAREN (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,3,68,PERSIAN,,SCOPE_LENS,SLASH,CUT,IRON_TAIL,HYPNOSIS,$dc,$dd,$80BE,$80BE,$80BE,$80BE,$80BE,
KarenGroup,KAREN,2,KAREN (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,4,68,MURKROW,,SHARP_BEAK,SKY_ATTACK,PURSUIT,SWAGGER,PSYCH_UP,$dc,$dd,$01FE,$01FE,$01FE,$01FE,$01FE,
KarenGroup,KAREN,2,KAREN (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,5,67,BLISSEY,,LEFTOVERS,PSYCHIC_M,SOFTBOILED,ATTRACT,ZAP_CANNON,$dc,$dd,$01FE,$01FE,$01FE,$01FE,$01FE,
KarenGroup,KAREN,2,KAREN (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,6,69,HOUNDOOM,,CHARCOAL,FLAMETHROWER,CRUNCH,IRON_TAIL,HIDDEN_POWER,$fc,$dd,$007F,$007F,$007F,$007F,$007F,
KogaGroup,KOGA,1,KOGA (1),TRAINERTYPE_ITEM_MOVES,1,50,ARIADOS,,KINGS_ROCK,MEGAHORN,GIGA_DRAIN,DOUBLE_TEAM,TOXIC,,,,,,,,
KogaGroup,KOGA,1,KOGA (1),TRAINERTYPE_ITEM_MOVES,2,51,QWILFISH,,NO_ITEM,SURF,TOXIC,PROTECT,SLUDGE_BOMB,,,,,,,,
KogaGroup,KOGA,1,KOGA (1),TRAINERTYPE_ITEM_MOVES,3,50,MUK,,LEFTOVERS,MINIMIZE,FIRE_BLAST,SLUDGE_BOMB,TOXIC,,,,,,,,
KogaGroup,KOGA,1,KOGA (1),TRAINERTYPE_ITEM_MOVES,4,51,VENOMOTH,,NO_ITEM,LEECH_LIFE,PSYCHIC_M,SLUDGE_BOMB,SLEEP_POWDER,,,,,,,,
KogaGroup,KOGA,1,KOGA (1),TRAINERTYPE_ITEM_MOVES,5,52,CROBAT,,BRIGHTPOWDER,DOUBLE_TEAM,TOXIC,BITE,CONFUSE_RAY,,,,,,,,
KogaGroup,KOGA,2,KOGA (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,1,67,TENTACRUEL,,MINT_BERRY,WATERFALL,BLIZZARD,GIGA_DRAIN,REST,,,$01FE,$01FE,$01FE,$01FE,$01FE,
KogaGroup,KOGA,2,KOGA (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,2,67,MUK,,LEFTOVERS,MINIMIZE,FIRE_BLAST,SLUDGE_BOMB,TOXIC,,,$80BE,$80BE,$80BE,$80BE,$80BE,
KogaGroup,KOGA,2,KOGA (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,3,67,GLIGAR,,SCOPE_LENS,IRON_TAIL,SLUDGE_BOMB,EARTHQUAKE,FAINT_ATTACK,,,$01FE,$01FE,$01FE,$01FE,$01FE,
KogaGroup,KOGA,2,KOGA (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,4,67,NIDOKING,,QUICK_CLAW,LOVELY_KISS,FIRE_BLAST,SURF,EARTHQUAKE,,,$01FE,$01FE,$01FE,$01FE,$01FE,
KogaGroup,KOGA,2,KOGA (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,5,67,HYPNO,,BRIGHTPOWDER,FIRE_PUNCH,THUNDER_WAVE,PSYCHIC_M,SHADOW_BALL,,,$80BE,$80BE,$80BE,$80BE,$80BE,
KogaGroup,KOGA,2,KOGA (2) Rematch,TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,6,68,CROBAT,,LEFTOVERS,PROTECT,FLY,TOXIC,CONFUSE_RAY,,,$007F,$007F,$007F,$007F,$007F,
ChampionGroup,LANCE,1,CHAMPION (1),TRAINERTYPE_ITEM_MOVES,1,54,GYARADOS,,LEFTOVERS,SURF,RAIN_DANCE,HYPER_BEAM,ROCK_SMASH,,,,,,,,
ChampionGroup,LANCE,1,CHAMPION (1),TRAINERTYPE_ITEM_MOVES,2,55,DRAGONITE,,GOLD_BERRY,BLIZZARD,FIRE_BLAST,THUNDER,EXTREMESPEED,,,,,,,,
ChampionGroup,LANCE,1,CHAMPION (1),TRAINERTYPE_ITEM_MOVES,3,54,CHARIZARD,,CHARCOAL,FLAMETHROWER,WING_ATTACK,DOUBLE_TEAM,STEEL_WING,,,,,,,,
ChampionGroup,LANCE,1,CHAMPION (1),TRAINERTYPE_ITEM_MOVES,4,55,ZAPDOS,,MAGNET,DRILL_PECK,SKY_ATTACK,THUNDERBOLT,THUNDER_WAVE,,,,,,,,
ChampionGroup,LANCE,1,CHAMPION (1),TRAINERTYPE_ITEM_MOVES,5,54,AERODACTYL,,PINK_BOW,WING_ATTACK,ROCK_SLIDE,HYPER_BEAM,EARTHQUAKE,,,,,,,,
ChampionGroup,LANCE,1,CHAMPION (1),TRAINERTYPE_ITEM_MOVES,6,56,DRAGONITE,,MIRACLEBERRY,THUNDER,SAFEGUARD,OUTRAGE,HYPER_BEAM,,,,,,,,
ChampionGroup,LANCE,2,CHAMPION (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,1,69,TYRANITAR,,MAGNET,CRUNCH,ROCK_SLIDE,EARTHQUAKE,THUNDERBOLT,$dc,$dd,$01FE,$01FE,$01FE,$01FE,$01FE,
ChampionGroup,LANCE,2,CHAMPION (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,2,68,DRAGONITE,,MIRACLEBERRY,BLIZZARD,FIRE_BLAST,THUNDER,REST,$dc,$dd,$80BE,$80BE,$80BE,$80BE,$80BE,
ChampionGroup,LANCE,2,CHAMPION (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,3,69,GYARADOS,,QUICK_CLAW,HIDDEN_POWER,HYPER_BEAM,HYDRO_PUMP,FIRE_BLAST,$cf,$dd,$80BE,$80BE,$80BE,$80BE,$80BE,
ChampionGroup,LANCE,2,CHAMPION (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,4,68,CHARIZARD,,LEFTOVERS,FIRE_BLAST,CRUNCH,EARTHQUAKE,SWORDS_DANCE,$dc,$dd,$01FE,$01FE,$01FE,$01FE,$01FE,
ChampionGroup,LANCE,2,CHAMPION (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,5,69,AERODACTYL,,SCOPE_LENS,SKY_ATTACK,ROCK_SLIDE,EARTHQUAKE,IRON_TAIL,$dc,$dd,$80BE,$80BE,$80BE,$80BE,$80BE,
ChampionGroup,LANCE,2,CHAMPION (2) Rematch,TRAINERTYPE_DVS | TRAINERTYPE_STAT_EXP | TRAINERTYPE_ITEM_MOVES,6,70,DRAGONITE,,PINK_BOW,IRON_TAIL,CURSE,EXTREMESPEED,HYPER_BEAM,$dc,$dd,$007F,$007F,$007F,$007F,$007F,
BrockGroup,BROCK,1,BROCK (1),TRAINERTYPE_ITEM_MOVES,1,66,GOLEM,,QUICK_CLAW,CURSE,ROCK_SLIDE,BODY_SLAM,EARTHQUAKE,,,,,,,,
BrockGroup,BROCK,1,BROCK (1),TRAINERTYPE_ITEM_MOVES,2,66,AERODACTYL,,HARD_STONE,ANCIENTPOWER,SKY_ATTACK,EARTHQUAKE,FIRE_BLAST,,,,,,,,
BrockGroup,BROCK,1,BROCK (1),TRAINERTYPE_ITEM_MOVES,3,66,KABUTOPS,,SCOPE_LENS,SURF,ANCIENTPOWER,CUT,SWORDS_DANCE,,,,,,,,
BrockGroup,BROCK,1,BROCK (1),TRAINERTYPE_ITEM_MOVES,4,66,OMASTAR,,FOCUS_BAND,ANCIENTPOWER,ICE_BEAM,SURF,TOXIC,,,,,,,,
BrockGroup,BROCK,1,BROCK (1),TRAINERTYPE_ITEM_MOVES,5,66,TYRANITAR,,MAGNET,CRUNCH,ROCK_SLIDE,CURSE,THUNDERBOLT,,,,,,,,
BrockGroup,BROCK,1,BROCK (1),TRAINERTYPE_ITEM_MOVES,6,66,STEELIX,,LEFTOVERS,CURSE,EARTHQUAKE,ROCK_SLIDE,IRON_TAIL,,,,,,,,
MistyGroup,MISTY,1,MISTY (1),TRAINERTYPE_ITEM_MOVES,1,62,GOLDUCK,,NO_ITEM,SURF,PSYCHIC_M,HYPNOSIS,CROSS_CHOP,,,,,,,,
MistyGroup,MISTY,1,MISTY (1),TRAINERTYPE_ITEM_MOVES,2,62,QUAGSIRE,,QUICK_CLAW,SURF,AMNESIA,EARTHQUAKE,RAIN_DANCE,,,,,,,,
MistyGroup,MISTY,1,MISTY (1),TRAINERTYPE_ITEM_MOVES,3,61,VAPOREON,,LEFTOVERS,SURF,ICE_BEAM,ACID_ARMOR,SHADOW_BALL,,,,,,,,
MistyGroup,MISTY,1,MISTY (1),TRAINERTYPE_ITEM_MOVES,4,61,KINGDRA,,NO_ITEM,HYDRO_PUMP,ICE_BEAM,REST,SLEEP_TALK,,,,,,,,
MistyGroup,MISTY,1,MISTY (1),TRAINERTYPE_ITEM_MOVES,5,62,LAPRAS,,NEVERMELTICE,SURF,ICE_BEAM,RAIN_DANCE,REFLECT,,,,,,,,
MistyGroup,MISTY,1,MISTY (1),TRAINERTYPE_ITEM_MOVES,6,63,STARMIE,,MYSTIC_WATER,SURF,PSYCHIC_M,RECOVER,THUNDERBOLT,,,,,,,,
